strain,name,accession_number,common_name,product,b_number,cog_letter,cog_class,cog_desc
REL606,GCQD-833,ECB_00642,ybfE,GCQD-833-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfE,ECB_00642,ybfE,GCQD-833-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfF,ECK0674,ybfF,esterase,b0686,H,Coenzyme transport and metabolism,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"
MG1655,ybfF,ECK0674,ybfF,esterase,b0686,H,Coenzyme transport and metabolism,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"
REL606,GCQD-834,ECB_00643,ybfF,GCQD-834-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"
REL606,ybfF,ECB_00643,ybfF,GCQD-834-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"
MG1655,b0690,ECK0678,ybfG,PF10964 domain-containing protein YbfG,b0691,Not Assigned,Not Assigned,Not Assigned
MG1655,ECK0679,ECK0678,ybfG,PF10964 domain-containing protein YbfG,b0691,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfH,ECK0678,ybfG,PF10964 domain-containing protein YbfG,b0691,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfG,ECK0678,ybfG,PF10964 domain-containing protein YbfG,b0691,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-838,ECB_00647,ybfGH,GCQD-838-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfGH,ECB_00647,ybfGH,GCQD-838-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfI,ECK4436,ybfI,,b4636,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfI,ECK4436,ybfI,,b4636,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfK,ECK4400,ybfK,,b4590,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfK,ECK4400,ybfK,,b4590,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-841,ECB_00650,ybfK,GCQD-841-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfK,ECB_00650,ybfK,GCQD-841-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfL,ECK0694,ybfL,putative transposase YbfL,b0705,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfL,ECK0694,ybfL,putative transposase YbfL,b0705,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-830,ECB_00639,ybfN,GCQD-830-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfN,ECB_00639,ybfN,GCQD-830-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfO,ECK0691,ybfO,RHS repeats-containing protein YbfO,b0703,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfO,ECK0691,ybfO,RHS repeats-containing protein YbfO,b0703,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-851,ECB_00660,ybfO,GCQD-851-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfO,ECB_00660,ybfO,GCQD-851-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfP,ECK0677,ybfP,lipoprotein YbfP,b0689,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfP,ECK0677,ybfP,lipoprotein YbfP,b0689,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-837,ECB_00646,ybfP,GCQD-837-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybfP,ECB_00646,ybfP,GCQD-837-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybfQ,ECK0693,ybfQ,inactive transposase YbfQ,b4514,X,"Mobilome: prophages, transposons",Predicted transposase YbfD/YdcC associated with H repeats
MG1655,ybfQ,ECK0693,ybfQ,inactive transposase YbfQ,b4514,X,"Mobilome: prophages, transposons",Predicted transposase YbfD/YdcC associated with H repeats
MG1655,tkp,ECK0696,ybgA,DUF1722 domain-containing protein YbgA,b0707,S,Function unknown,"Uncharacterized conserved protein YbgA, DUF1722 family"
MG1655,ybgA,ECK0696,ybgA,DUF1722 domain-containing protein YbgA,b0707,S,Function unknown,"Uncharacterized conserved protein YbgA, DUF1722 family"
REL606,tkp,ECB_00667,ybgA,GCQD-858-MONOMER,Not Assigned,S,Function unknown,"Uncharacterized conserved protein YbgA, DUF1722 family"
REL606,ybgA,ECB_00667,ybgA,GCQD-858-MONOMER,Not Assigned,S,Function unknown,"Uncharacterized conserved protein YbgA, DUF1722 family"
MG1655,ybgC,ECK0725,ybgC,esterase/thioesterase,b0736,I,Lipid transport and metabolism,Acyl-CoA thioesterase FadM
MG1655,ybgC,ECK0725,ybgC,esterase/thioesterase,b0736,I,Lipid transport and metabolism,Acyl-CoA thioesterase FadM
REL606,GCQD-887,ECB_00696,ybgC,GCQD-887-MONOMER,Not Assigned,I,Lipid transport and metabolism,Acyl-CoA thioesterase FadM
REL606,ybgC,ECB_00696,ybgC,GCQD-887-MONOMER,Not Assigned,I,Lipid transport and metabolism,Acyl-CoA thioesterase FadM
MG1655,ybgD,ECK0708,ybgD,putative fimbrial protein YbgD,b0719,N,Cell motility,Pilin (type 1 fimbrial protein)
MG1655,ybgD,ECK0708,ybgD,putative fimbrial protein YbgD,b0719,N,Cell motility,Pilin (type 1 fimbrial protein)
REL606,GCQD-870,ECB_00679,ybgD,GCQD-870-MONOMER,Not Assigned,N,Cell motility,Pilin (type 1 fimbrial protein)
REL606,ybgD,ECB_00679,ybgD,GCQD-870-MONOMER,Not Assigned,N,Cell motility,Pilin (type 1 fimbrial protein)
MG1655,ybgE,ECK0724,ybgE,PF09600 family protein YbgE,b0735,S,Function unknown,"Predicted membrane protein, encoded in cydAB operon"
MG1655,ybgE,ECK0724,ybgE,PF09600 family protein YbgE,b0735,S,Function unknown,"Predicted membrane protein, encoded in cydAB operon"
REL606,GCQD-886,ECB_00695,ybgE,GCQD-886-MONOMER,Not Assigned,S,Function unknown,"Predicted membrane protein, encoded in cydAB operon"
REL606,ybgE,ECB_00695,ybgE,GCQD-886-MONOMER,Not Assigned,S,Function unknown,"Predicted membrane protein, encoded in cydAB operon"
MG1655,ybgI,ECK0699,ybgI,radiation resistance protein YbgI,b0710,H,Coenzyme transport and metabolism,"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
MG1655,ybgI,ECK0699,ybgI,radiation resistance protein YbgI,b0710,H,Coenzyme transport and metabolism,"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
REL606,GCQD-861,ECB_00670,ybgI,GCQD-861-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
REL606,ybgI,ECB_00670,ybgI,GCQD-861-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,"Putative GTP cyclohydrolase 1 type 2, NIF3 family"
MG1655,ybgO,ECK0705,ybgO,putative fimbrial protein YbgO,b0716,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgO,ECK0705,ybgO,putative fimbrial protein YbgO,b0716,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-867,ECB_00676,ybgO,GCQD-867-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybgO,ECB_00676,ybgO,GCQD-867-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgP,ECK0706,ybgP,putative fimbrial chaperone YbgP,b0717,W,Extracellular structures,"P pilus assembly protein, chaperone PapD"
MG1655,ybgP,ECK0706,ybgP,putative fimbrial chaperone YbgP,b0717,W,Extracellular structures,"P pilus assembly protein, chaperone PapD"
REL606,GCQD-868,ECB_00677,ybgP,GCQD-868-MONOMER,Not Assigned,W,Extracellular structures,"P pilus assembly protein, chaperone PapD"
REL606,ybgP,ECB_00677,ybgP,GCQD-868-MONOMER,Not Assigned,W,Extracellular structures,"P pilus assembly protein, chaperone PapD"
MG1655,ybgQ,ECK0707,ybgQ,putative fimbrial usher protein YbgQ,b0718,N,Cell motility,Outer membrane usher protein FimD/PapC
MG1655,ybgQ,ECK0707,ybgQ,putative fimbrial usher protein YbgQ,b0718,N,Cell motility,Outer membrane usher protein FimD/PapC
REL606,GCQD-869,ECB_00678,ybgQ,GCQD-869-MONOMER,Not Assigned,N,Cell motility,Outer membrane usher protein FimD/PapC
REL606,ybgQ,ECB_00678,ybgQ,GCQD-869-MONOMER,Not Assigned,N,Cell motility,Outer membrane usher protein FimD/PapC
MG1655,ybgS,ECK0742,ybgS,PF13985 family protein YbgS,b0753,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgS,ECK0742,ybgS,PF13985 family protein YbgS,b0753,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-904,ECB_00706,ybgS,GCQD-904-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybgS,ECB_00706,ybgS,GCQD-904-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgU,ECK4592,ybgU,protein YbgU,b4735,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgU,ECK4592,ybgU,protein YbgU,b4735,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgV,ECK4625,ybgV,protein YbgV,b4768,Not Assigned,Not Assigned,Not Assigned
MG1655,ybgV,ECK4625,ybgV,protein YbgV,b4768,Not Assigned,Not Assigned,Not Assigned
MG1655,ybhA,ECK0755,ybhA,"pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",b0766,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
MG1655,ybhA,ECK0755,ybhA,"pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",b0766,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
REL606,GCQD-917,ECB_00719,ybhA,GCQD-917-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
REL606,ybhA,ECB_00719,ybhA,GCQD-917-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
MG1655,ybhB,ECK0762,ybhB,putative kinase inhibitor,b0773,R,General function prediction only,"Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family"
MG1655,ybhB,ECK0762,ybhB,putative kinase inhibitor,b0773,R,General function prediction only,"Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family"
REL606,GCQD-938,ECB_00740,ybhB,GCQD-938-MONOMER,Not Assigned,R,General function prediction only,"Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family"
REL606,ybhB,ECB_00740,ybhB,GCQD-938-MONOMER,Not Assigned,R,General function prediction only,"Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family"
MG1655,ybhC,ECK0761,ybhC,outer membrane lipoprotein YbhC,b0772,G,Carbohydrate transport and metabolism,Pectin methylesterase and related acyl-CoA thioesterases
MG1655,ybhC,ECK0761,ybhC,outer membrane lipoprotein YbhC,b0772,G,Carbohydrate transport and metabolism,Pectin methylesterase and related acyl-CoA thioesterases
REL606,GCQD-923,ECB_00725,ybhC,GCQD-923-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pectin methylesterase and related acyl-CoA thioesterases
REL606,ybhC,ECB_00725,ybhC,GCQD-923-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Pectin methylesterase and related acyl-CoA thioesterases
MG1655,ybhD,ECK0757,ybhD,putative DNA-binding transcriptional regulator YbhD,b0768,K,Transcription,"DNA-binding transcriptional regulator, LysR family"
MG1655,ybhD,ECK0757,ybhD,putative DNA-binding transcriptional regulator YbhD,b0768,K,Transcription,"DNA-binding transcriptional regulator, LysR family"
REL606,GCQD-919,ECB_00721,ybhD,GCQD-919-MONOMER,Not Assigned,K,Transcription,"DNA-binding transcriptional regulator, LysR family"
REL606,ybhD,ECB_00721,ybhD,GCQD-919-MONOMER,Not Assigned,K,Transcription,"DNA-binding transcriptional regulator, LysR family"
MG1655,ybhF,ECK0783,ybhF,ABC exporter ATP binding subunit YbhF,b0794,V,Defense mechanisms,"ABC-type multidrug transport system, ATPase component"
MG1655,ybhF,ECK0783,ybhF,ABC exporter ATP binding subunit YbhF,b0794,V,Defense mechanisms,"ABC-type multidrug transport system, ATPase component"
REL606,GCQD-959,ECB_00761,ybhF,GCQD-959-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, ATPase component"
REL606,ybhF,ECB_00761,ybhF,GCQD-959-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, ATPase component"
MG1655,ybhG,ECK0784,ybhG,HlyD_D23 family protein YbhG,b0795,V,Defense mechanisms,Multidrug resistance efflux pump EmrA
MG1655,ybhG,ECK0784,ybhG,HlyD_D23 family protein YbhG,b0795,V,Defense mechanisms,Multidrug resistance efflux pump EmrA
REL606,GCQD-960,ECB_00762,ybhG,GCQD-960-MONOMER,Not Assigned,V,Defense mechanisms,Multidrug resistance efflux pump EmrA
REL606,ybhG,ECB_00762,ybhG,GCQD-960-MONOMER,Not Assigned,V,Defense mechanisms,Multidrug resistance efflux pump EmrA
MG1655,ybhH,ECK0758,ybhH,putative isomerase YbhH,b0769,C,Energy production and conversion,2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)
MG1655,ybhH,ECK0758,ybhH,putative isomerase YbhH,b0769,C,Energy production and conversion,2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)
REL606,GCQD-920,ECB_00722,ybhH,GCQD-920-MONOMER,Not Assigned,C,Energy production and conversion,2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)
REL606,ybhH,ECB_00722,ybhH,GCQD-920-MONOMER,Not Assigned,C,Energy production and conversion,2-Methylaconitate cis-trans-isomerase PrpF (2-methyl citrate pathway)
MG1655,ybhI,ECK0759,ybhI,putative tricarboxylate transporter,b0770,G,Carbohydrate transport and metabolism,Di- and tricarboxylate antiporter
MG1655,ybhI,ECK0759,ybhI,putative tricarboxylate transporter,b0770,G,Carbohydrate transport and metabolism,Di- and tricarboxylate antiporter
REL606,GCQD-921,ECB_00723,ybhI,GCQD-921-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Di- and tricarboxylate antiporter
REL606,ybhI,ECB_00723,ybhI,GCQD-921-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,Di- and tricarboxylate antiporter
MG1655,ybhJ,ECK0760,ybhJ,putative hydratase YbhJ,b0771,C,Energy production and conversion,Aconitase A
MG1655,ybhJ,ECK0760,ybhJ,putative hydratase YbhJ,b0771,C,Energy production and conversion,Aconitase A
REL606,GCQD-922,ECB_00724,ybhJ,GCQD-922-MONOMER,Not Assigned,C,Energy production and conversion,Aconitase A
REL606,ybhJ,ECB_00724,ybhJ,GCQD-922-MONOMER,Not Assigned,C,Energy production and conversion,Aconitase A
MG1655,ybhK,ECK0769,ybhK,putative transferase YbhK,b0780,G,Carbohydrate transport and metabolism,"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"
MG1655,ybhK,ECK0769,ybhK,putative transferase YbhK,b0780,G,Carbohydrate transport and metabolism,"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"
REL606,GCQD-945,ECB_00747,ybhK,GCQD-945-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"
REL606,ybhK,ECB_00747,ybhK,GCQD-945-MONOMER,Not Assigned,G,Carbohydrate transport and metabolism,"Archaeal 2-phospho-L-lactate transferase/Bacterial gluconeogenesis factor, CofD/UPF0052 family"
MG1655,ybhL,ECK0775,ybhL,Bax1-I family protein YbhL,b0786,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
MG1655,ybhL,ECK0775,ybhL,Bax1-I family protein YbhL,b0786,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
REL606,GCQD-951,ECB_00753,ybhL,GCQD-951-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
REL606,ybhL,ECB_00753,ybhL,GCQD-951-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
MG1655,ybhM,ECK0776,ybhM,Bax1-I family protein YbhM,b0787,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
MG1655,ybhM,ECK0776,ybhM,Bax1-I family protein YbhM,b0787,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
REL606,GCQD-952,ECB_00754,ybhM,GCQD-952-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
REL606,ybhM,ECB_00754,ybhM,GCQD-952-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,"Integral membrane protein YbhL, putative Ca2+ regulator, Bax inhibitor (BI-1)/TMBIM family"
MG1655,ybhN,ECK0777,ybhN,PF03706 family inner membrane protein YbhN,b0788,M,Cell wall/membrane/envelope biogenesis,"Predicted membrane flippase AglD2/YbhN, UPF0104 family"
MG1655,ybhN,ECK0777,ybhN,PF03706 family inner membrane protein YbhN,b0788,M,Cell wall/membrane/envelope biogenesis,"Predicted membrane flippase AglD2/YbhN, UPF0104 family"
REL606,GCQD-953,ECB_00755,ybhN,GCQD-953-MONOMER,Not Assigned,M,Cell wall/membrane/envelope biogenesis,"Predicted membrane flippase AglD2/YbhN, UPF0104 family"
REL606,ybhN,ECB_00755,ybhN,GCQD-953-MONOMER,Not Assigned,M,Cell wall/membrane/envelope biogenesis,"Predicted membrane flippase AglD2/YbhN, UPF0104 family"
MG1655,ybhP,ECK0779,ybhP,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,b0790,R,General function prediction only,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family"
MG1655,ybhP,ECK0779,ybhP,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,b0790,R,General function prediction only,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family"
REL606,GCQD-955,ECB_00757,ybhP,GCQD-955-MONOMER,Not Assigned,R,General function prediction only,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family"
REL606,ybhP,ECB_00757,ybhP,GCQD-955-MONOMER,Not Assigned,R,General function prediction only,"Metal-dependent hydrolase, endonuclease/exonuclease/phosphatase family"
MG1655,ybhQ,ECK0780,ybhQ,inner membrane protein YbhQ,b0791,Not Assigned,Not Assigned,Not Assigned
MG1655,ybhQ,ECK0780,ybhQ,inner membrane protein YbhQ,b0791,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-956,ECB_00758,ybhQ,GCQD-956-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybhQ,ECB_00758,ybhQ,GCQD-956-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybhR,ECK0781,ybhR,ABC exporter membrane subunit YbhR,b0792,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
MG1655,ybhR,ECK0781,ybhR,ABC exporter membrane subunit YbhR,b0792,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
REL606,GCQD-957,ECB_00759,ybhR,GCQD-957-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
REL606,ybhR,ECB_00759,ybhR,GCQD-957-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
MG1655,ybhS,ECK0782,ybhS,ABC exporter membrane subunit YbhS,b0793,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
MG1655,ybhS,ECK0782,ybhS,ABC exporter membrane subunit YbhS,b0793,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
REL606,GCQD-958,ECB_00760,ybhS,GCQD-958-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
REL606,ybhS,ECB_00760,ybhS,GCQD-958-MONOMER,Not Assigned,V,Defense mechanisms,"ABC-type multidrug transport system, permease component"
MG1655,ybhU,ECK4401,ybhU,,b4591,Not Assigned,Not Assigned,Not Assigned
MG1655,ybhU,ECK4401,ybhU,,b4591,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiA,ECK0787,ybiA,<i>N</i>-glycosidase YbiA,b0798,V,Defense mechanisms,"N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily"
MG1655,ybiA,ECK0787,ybiA,<i>N</i>-glycosidase YbiA,b0798,V,Defense mechanisms,"N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily"
REL606,GCQD-963,ECB_00765,ybiA,GCQD-963-MONOMER,Not Assigned,V,Defense mechanisms,"N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily"
REL606,ybiA,ECB_00765,ybiA,GCQD-963-MONOMER,Not Assigned,V,Defense mechanisms,"N-glycosidase YbiA/RibX (riboflavin biosynthesis, damage control), NADAR superfamily"
MG1655,ybiB,ECK0789,ybiB,nonspecific DNA-binding protein YbiB,b0800,E,Amino acid transport and metabolism,"Anthranilate phosphoribosyltransferase, glycosyltransferase domain"
MG1655,ybiB,ECK0789,ybiB,nonspecific DNA-binding protein YbiB,b0800,E,Amino acid transport and metabolism,"Anthranilate phosphoribosyltransferase, glycosyltransferase domain"
REL606,GCQD-965,ECB_00767,ybiB,GCQD-965-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Anthranilate phosphoribosyltransferase, glycosyltransferase domain"
REL606,ybiB,ECB_00767,ybiB,GCQD-965-MONOMER,Not Assigned,E,Amino acid transport and metabolism,"Anthranilate phosphoribosyltransferase, glycosyltransferase domain"
MG1655,ybiE,ECK4626,ybiE,protein YbiE,b4769,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiE,ECK4626,ybiE,protein YbiE,b4769,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiI,ECK0792,ybiI,zinc finger domain-containing protein YbiI,b0803,K,Transcription,RNA polymerase-binding transcription factor DksA
MG1655,ybiI,ECK0792,ybiI,zinc finger domain-containing protein YbiI,b0803,K,Transcription,RNA polymerase-binding transcription factor DksA
REL606,GCQD-968,ECB_00770,ybiI,GCQD-968-MONOMER,Not Assigned,K,Transcription,RNA polymerase-binding transcription factor DksA
REL606,ybiI,ECB_00770,ybiI,GCQD-968-MONOMER,Not Assigned,K,Transcription,RNA polymerase-binding transcription factor DksA
MG1655,ybiJ,ECK0791,ybiJ,DUF1471 domain-containing protein YbiJ,b0802,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiJ,ECK0791,ybiJ,DUF1471 domain-containing protein YbiJ,b0802,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-967,ECB_00769,ybiJ,GCQD-967-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybiJ,ECB_00769,ybiJ,GCQD-967-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiO,ECK0797,ybiO,moderate conductance mechanosensitive channel YbiO,b0808,M,Cell wall/membrane/envelope biogenesis,Small-conductance mechanosensitive channel
MG1655,ybiO,ECK0797,ybiO,moderate conductance mechanosensitive channel YbiO,b0808,M,Cell wall/membrane/envelope biogenesis,Small-conductance mechanosensitive channel
REL606,GCQD-973,ECB_00775,ybiO,GCQD-973-MONOMER,Not Assigned,M,Cell wall/membrane/envelope biogenesis,Small-conductance mechanosensitive channel
REL606,ybiO,ECB_00775,ybiO,GCQD-973-MONOMER,Not Assigned,M,Cell wall/membrane/envelope biogenesis,Small-conductance mechanosensitive channel
MG1655,ybiR,ECK0808,ybiR,putative transporter YbiR,b0818,P,Inorganic ion transport and metabolism,Na+/H+ antiporter NhaD or related arsenite permease
MG1655,ybiR,ECK0808,ybiR,putative transporter YbiR,b0818,P,Inorganic ion transport and metabolism,Na+/H+ antiporter NhaD or related arsenite permease
REL606,GCQD-983,ECB_00785,ybiR,GCQD-983-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,Na+/H+ antiporter NhaD or related arsenite permease
REL606,ybiR,ECB_00785,ybiR,GCQD-983-MONOMER,Not Assigned,P,Inorganic ion transport and metabolism,Na+/H+ antiporter NhaD or related arsenite permease
MG1655,ybiT,ECK0810,ybiT,putative ATP-binding protein YbiT,b0820,R,General function prediction only,ATPase components of ABC transporters with duplicated ATPase domains
MG1655,ybiT,ECK0810,ybiT,putative ATP-binding protein YbiT,b0820,R,General function prediction only,ATPase components of ABC transporters with duplicated ATPase domains
REL606,GCQD-985,ECB_00787,ybiT,GCQD-985-MONOMER,Not Assigned,R,General function prediction only,ATPase components of ABC transporters with duplicated ATPase domains
REL606,ybiT,ECB_00787,ybiT,GCQD-985-MONOMER,Not Assigned,R,General function prediction only,ATPase components of ABC transporters with duplicated ATPase domains
MG1655,ybiU,ECK0811,ybiU,DUF1479 domain-containing protein YbiU,b0821,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiU,ECK0811,ybiU,DUF1479 domain-containing protein YbiU,b0821,Not Assigned,Not Assigned,Not Assigned
REL606,GCQD-986,ECB_00788,ybiU,GCQD-986-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
REL606,ybiU,ECB_00788,ybiU,GCQD-986-MONOMER,Not Assigned,Not Assigned,Not Assigned,Not Assigned
MG1655,ybiV,ECK0812,ybiV,sugar phosphatase YbiV,b0822,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
MG1655,ybiV,ECK0812,ybiV,sugar phosphatase YbiV,b0822,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
REL606,supH,ECB_00789,ybiV,GCQD-987-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
REL606,ybiV,ECB_00789,ybiV,GCQD-987-MONOMER,Not Assigned,H,Coenzyme transport and metabolism,Hydroxymethylpyrimidine pyrophosphatase and other HAD family phosphatases
MG1655,pflF,ECK0813,ybiW,putative pyruvate formate lyase,b0823,C,Energy production and conversion,Pyruvate-formate lyase
MG1655,ybiW,ECK0813,ybiW,putative pyruvate formate lyase,b0823,C,Energy production and conversion,Pyruvate-formate lyase
REL606,pflF,ECB_00790,ybiW,GCQD-988-MONOMER,Not Assigned,C,Energy production and conversion,Pyruvate-formate lyase
REL606,ybiW,ECB_00790,ybiW,GCQD-988-MONOMER,Not Assigned,C,Energy production and conversion,Pyruvate-formate lyase
MG1655,ybiX,ECK0793,ybiX,PKHD-type hydroxylase YbiX,b0804,R,General function prediction only,Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX
